latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
37.7,33,4413,1107,2239,1051,2.9861,208200
37.69,29,2304,618,1021,552,2.5362,203800
37.69,36,2350,499,1105,467,3.3021,195700
37.69,31,5914,1309,2999,1295,3.0964,190500
37.69,43,1575,324,740,284,2.8512,181000
37.69,42,1414,274,629,244,3.3478,184900
37.68,37,848,202,314,205,2.3958,190800
37.68,15,3051,685,1479,668,3.5295,242200
37.69,20,4296,817,1732,800,4.8036,188300
37.74,52,2898,557,1338,550,3.851,183500
37.74,52,1071,201,440,192,4.0662,204200
37.73,51,2619,403,922,393,4.6042,251900
37.74,49,1494,316,611,288,2.2,187500
37.73,52,2260,416,994,412,4.1164,198200
37.74,52,1394,223,545,230,3.95,219000
37.73,52,1028,129,317,143,4.9135,275000
37.73,45,3758,819,1573,736,2.8355,245400
37.73,46,2163,470,925,435,3.25,177500
37.73,49,1699,408,768,385,2.8301,171600
37.73,52,1555,289,620,292,3.7159,183300
37.73,52,1114,206,425,207,2.5625,175000
37.72,45,1498,313,1003,305,3.8047,156700
37.71,45,726,147,519,135,3.375,157500
37.71,38,890,200,481,198,3.244,179800
37.7,36,2639,533,1209,519,4.0268,205500
37.7,35,2562,554,1398,525,3.3906,178900
37.71,36,361,69,158,58,5.5461,262500
37.72,42,3008,659,1817,664,3.371,165000
37.72,46,1369,284,766,289,3.5313,159700
37.72,5,1692,398,814,328,3.663,158300
37.72,38,1007,245,618,239,2.875,144800
37.72,43,3783,814,2139,789,4.0202,166300
37.71,37,1507,242,632,253,4.5553,191000
37.71,36,666,132,366,134,3.4643,175000
37.72,10,2229,601,877,485,3.3431,137500
37.73,28,2215,587,830,573,2.1898,141700
37.72,31,1616,372,739,379,2.9097,210900
37.72,47,1190,251,540,266,3.375,198300
37.72,29,4169,1047,2024,962,2.8125,157400
37.73,52,2024,320,823,334,5,264700
37.73,38,1723,394,711,353,3.0673,218400
37.73,43,2264,390,931,368,3.8125,235100
37.73,33,1996,268,686,270,6.9096,341800
37.72,26,2862,394,1030,397,7.912,367300
37.72,35,2183,383,976,392,3.8393,243500
37.71,35,1037,207,552,210,4,167900
37.72,25,1134,153,340,171,6.5095,371200
37.72,39,786,132,288,132,3.5156,218900
37.72,45,1397,253,555,248,2.983,202700
37.72,45,2315,451,1006,444,3.524,186200
37.71,44,1613,339,776,346,3.1103,188900
37.71,44,1421,298,609,270,3.5781,180000
37.71,18,5778,1526,2441,1352,3.1682,202700
37.71,27,3094,866,1364,789,2.6101,181700
37.71,18,3905,1007,2197,1044,3.6932,166800
37.7,43,3046,557,1333,544,3.4583,183700
37.7,19,3516,710,1810,703,3.9032,218000
37.71,36,998,178,531,183,4.0208,191500
37.7,36,1464,244,672,261,3.5547,194700
37.7,17,1463,292,695,330,4.5859,187200
37.7,21,4124,1054,2162,998,2.6321,223100
37.69,17,2380,769,1216,643,3.395,271300
37.7,36,1266,228,606,239,3.9702,194100
37.7,36,2239,391,1203,379,5.0043,190400
37.69,38,1571,317,874,301,4.4659,189100
37.69,38,1246,221,637,222,3.6625,184600
37.69,36,1501,287,703,276,3.8864,197300
37.7,36,1468,252,733,229,3.4583,192600
37.69,36,1118,219,625,228,3.7813,192200
37.7,36,1097,208,568,225,2.9917,194600
37.7,36,1719,303,836,311,4.4375,193500
37.7,24,1755,365,952,362,4,202600
37.68,16,1687,348,568,352,2.3869,83300
37.69,24,2262,391,1125,366,4.7609,212600
37.68,5,2087,407,840,401,5.4858,187800
37.69,36,1480,278,796,283,4.3971,205700
37.69,36,1545,273,863,267,4.0109,192900
37.68,35,2632,447,1349,486,4.3864,205200
37.68,30,2261,443,929,383,4.2841,213400
37.69,39,1670,308,957,335,5.1312,183600
37.69,37,2141,535,1093,555,2.9958,178400
37.68,27,3337,613,1489,607,3.6364,219200
37.68,31,3184,716,1561,628,2.7955,183100
37.69,44,2341,500,1256,485,2.9507,157100
37.69,30,1197,269,695,279,3.4375,157800
37.69,34,1131,278,560,237,2.875,161700
37.71,38,1164,284,632,289,3.0345,152100
37.7,41,3495,787,1849,750,2.679,144900
37.7,17,2488,617,1287,538,2.9922,179900
37.69,35,2681,508,1580,536,4.1042,179100
37.7,19,2495,635,1571,579,2.5833,159900
37.7,23,1689,461,828,443,2.1552,161400
37.7,29,1298,306,835,338,2.3274,170400
37.7,19,2693,789,1765,724,2.4206,137500
37.69,41,746,34,387,161,3.9063,178400
37.69,37,2444,651,1562,618,2.6464,155200
37.69,42,1472,310,768,309,3.4643,160900
37.69,10,2227,560,1140,472,2.3973,167300
37.69,20,200,25,83,31,6.5,340000
37.64,32,1283,194,485,171,6.0574,431000
37.63,6,2445,590,1189,573,3.8958,301100
37.63,21,1307,236,586,249,4.7813,241900
37.63,5,3785,936,2240,792,3.2829,162500
37.66,10,2031,357,867,352,5.3169,299200
37.65,10,8299,1326,3827,1288,6.2579,315500
37.68,23,7518,1279,3827,1294,5.1701,216800
37.68,36,1815,426,1280,431,3.25,218100
37.68,30,5367,1207,2667,1047,3.1796,170300
37.68,26,1167,370,253,137,2.4196,275000
37.68,26,2607,682,1401,607,2.6563,184100
37.67,29,493,168,233,152,0.9637,160000
37.67,48,1252,305,673,308,2.3357,175000
37.68,41,1382,353,704,314,3.5114,197500
37.69,43,500,110,273,120,3.3125,150000
37.68,29,2333,538,1120,540,2.4042,205600
37.68,41,1834,463,1105,467,2.8322,170300
37.68,43,1415,348,569,293,2.5156,190900
37.68,37,1352,342,691,324,3.4032,196900
37.68,37,2116,503,1109,448,2.535,174000
37.68,37,1976,481,1197,465,2.5772,170200
37.68,38,1779,413,1061,400,3.0962,180900
37.67,34,3659,897,2479,903,2.9564,150500
37.68,31,1892,428,1162,389,3.125,167100
37.68,35,1958,484,1146,448,2.95,148900
37.68,40,1553,253,724,267,4.38,196400
37.68,37,2412,394,975,375,4.0417,191100
37.67,36,2110,389,952,370,3.8,187500
37.68,45,2179,401,1159,399,3.4839,180600
37.68,45,2457,445,1129,422,4.0588,182800
37.68,44,2147,399,1175,401,4.1974,179300
37.68,43,1676,340,924,328,3.6,179400
37.68,35,2976,518,1424,538,4.267,210300
37.67,34,3036,533,1366,500,4.2386,192300
37.67,35,2472,398,1171,390,5.5797,198100
37.67,36,1487,249,641,243,4.0682,196200
37.67,38,2012,347,880,332,3.1734,181600
37.67,37,3342,656,1635,557,4.7933,186900
37.67,37,3156,534,1495,543,4.8125,188300
37.67,40,1748,318,914,317,3.8676,184000
37.67,33,3429,681,1798,694,3.9395,184700
37.67,42,3592,703,1625,665,3.2434,179900
37.67,38,1035,247,599,224,3.0917,167200
37.67,32,3028,811,2037,703,3.0645,165400
37.67,33,2431,655,1854,603,2.7019,154000
37.67,39,2069,500,1408,478,3.1115,153500
37.66,40,1340,313,766,271,3.4722,135400
37.66,39,1160,259,725,274,2.2222,158300
37.68,32,2015,318,1019,340,6.1104,240700
37.67,22,3882,816,1830,743,4.2733,180700
37.67,27,3239,671,1469,616,3.2465,230600
37.67,28,2932,739,1198,624,3.2417,210800
37.67,38,2104,409,1039,394,3.875,165300
37.67,29,1694,251,690,242,6.0501,254200
37.67,18,3000,419,1155,415,6.8233,332600
37.66,23,2419,348,1066,384,6.3501,350000
37.66,28,2280,610,1255,587,2.6719,161200
37.66,21,5031,1168,2461,1042,3.875,179300
37.66,33,1547,372,1063,356,2.5625,154300
37.65,31,3300,790,2181,740,3.016,161800
37.65,17,5018,1439,3069,1299,2.7694,161900
37.65,35,1813,393,1093,374,3.6818,165400
37.66,37,1997,436,1349,437,2.1382,166600
37.66,37,901,191,599,206,3.7303,149700
37.66,35,686,142,480,149,3.875,162100
37.66,33,1954,464,1293,448,3.0489,152600
37.65,27,2630,722,1414,634,2.8203,195200
37.65,35,1130,192,543,184,4.3897,190600
37.65,35,1184,200,572,194,4.7143,193800
37.66,34,656,115,342,112,4.6875,200600
37.66,29,2544,643,2332,603,3.2091,150000
37.66,36,1305,225,768,234,4.275,185300
37.66,36,1755,316,913,299,4.1302,172700
37.66,35,2843,652,1726,643,3.09,174100
37.65,25,2538,494,1185,501,4.5417,194400
37.64,28,1784,311,735,278,4.6635,206700
37.65,31,1797,327,796,319,4.4427,204500
37.65,36,410,76,252,82,4.5303,175000
37.65,26,162,27,86,25,2.375,137500
37.63,18,9963,2031,5613,1946,3.8171,187200
37.61,35,2361,458,1727,467,4.5281,173600
37.66,19,862,167,407,183,4.3456,163000
37.65,18,4335,808,2041,734,3.4861,331600
37.64,31,1487,280,854,301,5.2312,197600
37.64,8,3592,849,1907,746,3.6708,197900
37.64,40,432,102,264,77,3.8875,228100
37.63,34,1457,242,735,249,3.9167,189500
37.64,32,1578,284,836,292,3.9063,184200
37.63,29,2172,435,1377,408,3.7895,180900
37.64,36,1340,245,789,248,3.8,172000
37.64,36,1116,199,662,226,5.7309,177900
37.64,36,1885,307,853,271,4.1141,173100
37.64,36,1180,212,664,200,5.2838,172600
37.64,30,5267,1253,4065,1113,3.3479,182100
37.64,23,1897,440,1109,418,3.142,179500
37.63,31,767,171,548,185,3.7614,176000
37.63,33,691,127,431,149,4.25,192600
37.64,36,786,133,463,160,3.9338,182700
37.64,22,5861,1516,5436,1463,2.5158,134900
37.63,27,2784,723,2028,693,2.4808,157600
37.64,25,4524,860,2426,862,4.7083,190900
37.64,37,1468,304,1038,282,4.1652,158200
37.64,20,1655,450,857,430,3.5541,350000
37.65,33,1227,286,848,291,3.8036,158200
37.64,33,1160,252,729,220,3.8259,146100
37.63,33,952,172,369,159,3.2331,226700
37.62,35,2072,352,1001,350,4.7109,198700
37.62,32,2964,547,1472,527,4.2468,221200
37.62,35,1032,173,453,176,6.396,208500
37.62,35,657,118,328,134,3.8125,204200
37.62,32,1540,324,793,302,3.2857,193200
37.62,35,1298,236,632,204,3.8929,209500
37.61,36,1409,271,1002,281,3.7262,164900
37.61,37,1383,259,808,241,4.0125,161400
37.61,36,1151,216,727,215,4.1719,187000
37.62,35,899,179,455,185,4.2857,190400
37.63,37,1793,364,1534,346,3.6458,156600
37.62,17,2485,518,1139,550,2.6875,157300
37.63,35,1931,376,1175,337,3.7292,168100
37.63,24,2329,465,1401,453,4.5913,177600
37.63,12,6711,1374,3388,1289,3.8625,208900
37.63,23,1939,356,841,364,3.3611,169200
37.61,16,1642,346,705,351,2.8971,163900
37.63,34,1619,293,1148,310,4.0326,164700
37.63,35,517,108,391,107,4.0682,156900
37.63,36,1570,274,992,249,5.3644,168800
37.63,35,1213,221,790,243,4.7019,174100
37.62,27,1826,309,1016,313,5.64,206500
37.61,26,2261,443,1039,395,3.7931,203900
37.61,9,3666,711,2341,703,4.6458,217000
37.6,36,1633,345,1382,338,3.694,159600
37.6,31,2155,522,1858,437,2.652,159800
37.6,32,1295,280,1156,300,3.5,154300
37.6,32,1295,295,1097,328,3.2386,149600
37.61,33,1518,302,831,268,5.097,188600
37.6,17,3314,638,1873,602,4.3875,238500
37.6,22,3009,497,1640,514,4.625,235300
37.61,6,2605,474,1568,433,5.0406,261400
37.6,17,5159,832,3174,817,5.8704,234400
37.6,18,1726,276,1186,310,5.3226,231700
37.59,16,1816,365,1367,355,4.235,156300
37.59,13,2578,551,1680,528,4.825,222000
37.58,15,2576,418,1657,410,5.5218,254400
37.58,16,1644,251,1033,267,6.5116,244300
37.58,16,1606,240,1117,268,6.0661,247000
37.58,16,3349,544,2003,488,6.0074,236500
37.59,15,3475,686,2568,653,4.6211,151400
37.58,16,1893,338,1461,344,5.225,213700
37.59,14,1727,302,1116,273,5.3428,243600
37.59,15,6243,1273,3163,1274,3.7462,212500
37.6,24,2077,383,1488,389,4.5721,214700
37.59,18,1165,333,855,319,3.6923,213200
37.59,16,4371,889,2530,817,4.6786,256000
37.59,2,838,295,240,149,2.875,237500
37.58,15,3052,760,2097,728,3.3617,178100
37.58,17,4313,717,2629,721,5.7579,231800
37.6,36,385,94,295,92,2.9706,147900
37.6,10,3046,678,2056,628,3.9022,191700
37.57,21,4342,783,2172,789,4.6146,247600
37.58,15,3575,597,1777,559,5.7192,283500
37.58,20,4126,1031,2079,975,3.6832,216900
37.58,31,2878,478,1276,485,6.2073,282500
37.58,6,4405,717,2071,688,5.8151,295600
37.57,14,16199,2993,8117,2847,5.8322,281800
37.58,14,14917,2708,8012,2606,5.6277,269800
37.57,12,5719,1064,3436,1057,5.2879,231200
37.57,8,8647,1407,5019,1379,6.5615,318300
37.58,15,8112,1376,4576,1348,5.6758,253400
37.57,7,10648,1818,6075,1797,6.1047,278200
37.49,5,1150,311,648,245,3.5714,300000
37.52,3,14014,2861,7205,2753,6.0824,273500
37.56,23,4332,857,2461,829,4.3594,223400
37.56,35,1716,312,914,316,5.5737,214500
37.56,31,4981,964,2841,924,4.8962,220200
37.56,24,8444,1492,4446,1491,4.6978,240300
37.56,6,3028,778,1531,736,4.4259,158000
37.55,26,2068,532,1434,495,3.3008,224200
37.55,33,1325,274,909,267,4.5687,177200
37.56,24,2563,485,1174,501,3.8179,216100
37.56,18,5505,1005,2641,971,5,269700
37.56,20,6462,1294,3288,1235,4.3393,231200
37.55,4,3746,993,1606,838,4.1387,162500
37.56,13,8918,1823,4518,1772,4.8052,254000
37.54,31,1949,344,986,322,4.6349,196200
37.55,17,4924,1247,3080,1182,3.168,189400
37.54,17,5133,1375,3386,1339,3.1326,220800
37.55,16,6647,2098,4649,1903,2.9074,213800
37.56,15,5674,748,2412,714,8.3996,442900
37.55,21,10687,1540,4552,1520,6.6478,333400
37.54,25,1354,192,596,220,6.629,352400
37.54,27,3715,526,1631,538,6.2179,305300
37.53,33,2095,342,941,304,5.761,259600
37.54,29,3517,645,1724,585,4.6641,248900
37.54,31,2537,382,1067,410,6.7599,356000
37.54,14,5106,1207,2738,1108,3.9909,236000
37.53,23,2215,475,1278,492,4.2955,218800
37.53,28,2949,529,1538,545,4.9615,228000
37.53,18,2375,652,1252,586,2.6198,235900
37.54,28,2312,496,1344,467,4.7135,203200
37.53,35,2277,420,1353,413,4.75,197000
37.53,26,2506,387,1273,406,5.4299,236400
37.53,28,2829,566,1610,540,4.6,223200
37.53,26,3179,703,2142,639,4.1947,222700
37.54,26,2332,371,1285,404,5.388,225000
37.54,18,3584,715,1673,661,3.9444,240100
37.54,28,3046,507,1772,516,5.3283,227900
37.55,28,2414,415,1106,453,4.8403,268600
37.54,29,4133,744,2023,749,5.1616,275100
37.55,34,2791,495,1276,468,4.9167,256300
37.55,27,6103,1249,3026,1134,4.1591,332400
37.54,32,2572,406,1128,395,5,287600
37.54,26,1910,371,852,357,5.8325,298900
37.53,27,1890,303,889,314,5.7057,287600
37.53,25,5405,939,2831,923,5.0423,222200
37.52,26,3761,623,1776,613,4.5317,232600
37.51,25,3333,511,1671,504,5.4359,258300
37.52,23,4925,948,2530,894,5.0824,230900
37.52,33,3994,764,2721,763,5.2308,196900
37.51,22,5811,1125,3215,1086,4.4107,223500
37.52,26,4211,741,2352,734,5.2396,223900
37.53,27,5532,973,2855,960,4.7478,243500
37.53,7,28258,3864,12203,3701,8.4045,451100
37.49,9,4909,577,1981,591,9.7194,500001
37.49,10,7441,1588,3571,1466,5.1643,193100
37.48,23,4314,676,1972,623,5.3813,264400
37.47,26,2016,322,1105,357,6.0878,246900
37.47,13,5377,744,2759,760,6.868,337300
37.55,22,9167,1373,4319,1404,6.992,284800
37.55,26,3087,532,1597,483,4.9118,217300
37.55,23,3170,532,1446,515,4.4357,291700
37.54,26,2145,369,1285,377,4.9464,223800
37.54,25,4209,731,2568,703,5.2882,223100
37.55,23,4247,835,2357,823,5.1321,211300
37.53,25,4458,922,2998,890,3.9667,218500
37.5,17,407,97,307,100,3.1696,156300
37.54,20,6483,1068,3526,1060,5.0838,248200
37.54,35,1867,343,1213,338,4.8214,186000
37.54,6,2918,672,1911,639,4.1406,178200
37.53,34,2316,478,1524,467,3.7364,190400
37.54,31,1240,264,719,236,3.535,210300
37.54,16,4458,856,3038,870,5.0739,208000
37.53,18,1746,437,1268,404,3.256,183300
37.53,19,4572,712,2346,709,6.0667,245700
37.53,21,4280,673,2216,681,5.7072,242200
37.51,7,6352,1390,3223,1316,4.9867,181700
37.72,4,7477,1576,2937,1506,5.1437,299400
37.72,22,4638,716,2302,687,5.347,219500
37.71,25,4377,668,2038,671,5.7233,231800
37.72,26,3816,637,1935,642,4.4697,221300
37.72,26,2806,459,1453,444,4.9107,213800
37.71,26,4822,845,2288,805,4.2281,206000
37.71,15,6473,1027,2484,970,5.0143,271100
37.71,6,8072,1050,3386,1062,7.2494,336500
37.64,46,1280,209,512,208,5.1406,315600
37.66,24,3166,424,1081,400,8.3337,500001
37.69,13,3742,555,1590,559,7.316,285400
37.66,18,7397,1137,3126,1115,6.4994,323000
37.68,23,1655,223,706,219,7.2211,291900
37.7,3,2456,582,793,456,4.4087,225600
37.69,23,2179,308,926,299,5.9345,259600
37.68,20,1804,254,831,260,6.177,262900
37.68,18,3631,547,1700,520,5.817,257300
37.69,18,2876,423,1395,427,6.3132,259200
37.68,12,7490,1207,3329,1136,6.3373,339700
37.68,23,2234,270,854,286,7.333,337200
37.68,22,1898,239,734,245,6.2918,334100
37.67,16,4070,624,1543,577,6.5214,311500
37.67,25,2244,301,937,324,6.4524,296900
37.67,20,2948,471,1181,474,6.0604,247900
37.67,19,2034,288,852,295,6.5285,300400
37.67,15,2130,273,876,285,7.2639,332400
37.67,7,9540,1294,3926,1229,7.4353,389800
37.66,29,2702,680,1360,642,3.1127,233000
37.66,39,522,116,161,102,2.4896,238500
37.66,52,775,134,315,123,5.0677,233300
37.66,3,1565,464,769,461,2.1187,231300
37.64,20,1309,184,514,172,10.9506,475800
37.57,13,5519,833,2444,825,7.0691,393200
37.67,10,4337,800,1813,743,5.5,247200
37.67,28,1812,294,853,278,4.9879,229400
37.68,4,4719,741,1895,742,6.8132,282500
37.66,14,4236,701,1833,663,5.6399,300600
37.66,22,3634,664,1699,640,4.1597,293200
37.66,27,1569,242,583,214,5.7519,278500
37.66,13,13182,2074,4847,1950,5.6417,352900
37.72,43,228,40,83,42,10.3203,400000
37.73,47,127,23,51,21,4.3472,375000
37.7,13,9621,1344,4389,1391,6.6827,313700
37.69,4,6159,1510,2649,1241,3.62,139300
37.65,16,4290,554,1952,576,7.3588,327500
37.61,26,1786,306,771,279,5.7239,430600
37.77,32,404,74,144,58,4.2083,125000
37.7,17,1671,352,729,252,6.1023,450000
37.71,12,5608,1049,2595,1067,3.9864,200200
37.71,11,12070,2220,5826,2125,4.8624,192400
37.74,25,494,81,254,85,9.1531,418800
37.7,22,5533,943,2474,910,4.7361,216800
37.69,17,3956,639,2222,662,5.4324,215500
37.69,12,1906,351,802,319,4.9375,227700
37.69,29,3433,711,1919,709,3.3841,184400
37.68,36,1687,372,950,372,3.5532,158400
37.69,34,2358,498,1157,461,3.3618,174600
37.69,35,2853,588,1761,572,4.3533,168400
37.69,25,6296,1082,3200,1047,4.5357,188400
37.7,9,3980,736,1705,679,5.7068,256700
37.69,26,2647,536,1422,522,3.7212,183800
37.68,35,1755,299,702,263,5.2443,183400
37.68,35,1864,357,1189,349,4.2361,177500
37.68,32,1078,207,555,197,3.1856,186900
37.68,17,20354,3493,8768,3293,5.4496,238900
37.68,17,3112,872,1392,680,3.0222,172500
37.68,44,495,112,277,109,2.6667,179200
37.68,52,2157,418,929,419,3.7301,204400
37.68,41,1501,299,629,288,4.6806,209400
37.67,20,8068,1217,3489,1259,5.7907,264200
37.67,6,3023,518,1225,468,6.3705,350000
37.67,26,2211,344,1024,321,5.2649,199800
37.67,26,2163,339,947,346,6.0797,211000
37.67,28,1773,278,804,269,4.8571,201100
37.66,25,1947,418,900,354,3.8523,193000
37.66,22,14701,2210,6693,2232,5.98,245000
38.69,17,1364,282,338,152,2.45,117600
38.72,15,2061,465,573,196,2.2417,97900
38.52,16,3045,543,202,102,3.15,140600
38.48,14,3545,702,946,411,3.4609,120900
38.45,13,2944,558,1091,466,3,119000
38.46,16,1443,249,435,181,3.2031,129200
38.45,17,2277,474,767,356,2.5208,99100
38.43,18,1564,357,618,277,2.3549,108900
38.55,15,4403,891,1103,433,3.0125,111700
38.54,34,1133,254,495,187,2.05,68900
38.51,23,1001,195,369,157,3.125,96400
38.5,10,1783,337,638,262,2.65,116700
38.47,17,1521,309,607,240,3.5,123800
38.45,25,1374,297,657,288,2.5476,97900
38.43,40,1391,246,546,214,3.9107,129800
38.44,13,1473,265,597,228,4.2917,121300
38.5,15,1248,234,529,216,3.3393,107200
38.42,16,1748,322,4930,287,4.3029,121900
38.37,28,3998,765,1614,698,2.8125,113400
38.34,27,3471,653,1793,600,3.5508,99100
38.32,18,2791,492,1187,438,3.2589,103000
38.26,13,2084,449,834,305,3.2937,114200
38.42,17,5654,1085,2237,953,3.0465,144100
38.38,15,4221,816,1737,743,2.3125,128600
38.38,9,1787,347,806,306,2.525,157200
38.4,18,2144,420,985,381,3.175,118500
38.42,23,1538,305,730,267,2.6078,116700
38.39,15,3750,691,1444,603,2.7399,134800
38.36,19,3267,614,1252,566,2.7236,109900
38.34,16,1257,231,559,213,4.4531,144300
38.31,37,1341,256,533,242,3.2135,123600
39.76,12,9831,1921,4644,1775,3.1142,112600
39.76,23,6010,1116,2710,1149,3.0068,107300
39.78,12,7653,1578,3628,1494,3.0905,117800
39.77,17,5273,1177,2446,1199,1.9362,89900
39.76,14,2351,620,1215,548,2.3155,102300
39.76,19,7254,1785,4030,1667,2.0094,87300
39.76,15,10265,1860,4591,1906,3.07,142600
39.74,12,14631,3298,7517,3262,1.6785,153100
39.75,22,1707,296,822,297,3.6625,126600
39.75,18,1651,309,856,293,3.5046,118300
39.74,7,1737,290,747,265,3.9,147000
39.75,39,568,127,267,129,1.8095,78100
39.74,39,1139,265,623,264,2.2833,85800
39.74,41,2901,689,1426,632,1.5633,84500
39.73,52,444,80,1107,98,3.4191,137500
39.73,17,3425,827,2469,758,0.9393,88900
39.74,13,3494,843,1571,784,1.1019,120200
39.75,29,4362,1053,2053,1000,1.7284,74500
39.74,43,2976,599,1181,560,2.2621,85100
39.74,34,3263,604,1290,594,2.575,130300
39.75,28,2551,378,1011,374,4.3309,125200
39.75,29,7744,1375,3316,1365,3.0253,111400
39.75,37,2236,372,974,379,3.2016,97000
39.75,11,7212,1355,3264,1264,3.1125,122600
39.73,8,5690,1189,2887,1077,3.0625,116300
39.71,8,140,28,84,29,2.125,179200
39.73,44,2923,659,1371,626,2.2925,85800
39.73,52,677,152,379,154,1.6797,94800
39.73,52,502,100,311,100,1.5481,200000
39.73,52,857,232,520,198,0.987,112500
39.72,52,1457,389,802,342,0.9566,69000
39.73,52,957,263,513,223,1.3672,55000
39.73,52,1741,401,753,377,2.0064,77900
39.72,18,7272,1559,5022,1524,1.6911,98800
39.72,52,1890,420,974,383,1.6827,78700
39.7,21,5051,1054,2948,980,1.5863,81300
39.73,33,2242,517,1160,449,1.7426,60300
39.72,42,2978,694,1879,679,1.5064,66300
39.71,18,1222,250,708,281,2.0288,116700
39.82,11,5103,825,2456,810,4.5032,159700
39.71,26,2741,451,1217,437,3.7007,139200
39.79,16,1453,299,904,286,3.5735,89600
39.68,38,549,105,275,94,3.5375,153100
39.64,25,2202,422,1109,403,2.8306,87500
39.66,20,3759,212,1705,600,4.712,158600
39.59,24,1535,279,726,272,2.3833,95100
39.59,20,1465,278,745,250,3.0625,93800
39.88,16,2867,559,1203,449,2.7143,95300
39.82,15,3996,748,1786,728,3.5189,141300
40.06,17,858,262,47,27,2.4028,67500
39.97,22,1468,285,611,235,2.3036,73000
39.86,14,1527,269,665,261,2.8657,119600
39.83,16,4591,904,1904,812,2.2419,93200
39.8,10,1742,307,721,312,2.4537,117900
39.79,11,3835,727,1456,658,2.5374,97200
39.82,12,1958,369,875,354,2.3507,97600
39.83,12,3744,699,1532,660,2.3079,95300
39.82,11,3974,727,1610,634,2.6147,107700
39.79,18,2672,533,1151,532,2.567,102900
39.79,20,743,171,395,168,1.625,88300
39.78,16,2754,570,1063,543,1.4048,86500
39.78,18,945,205,385,207,2.1838,58000
39.77,26,1503,343,699,296,1.875,84000
39.77,25,1612,313,837,303,2.963,89500
39.78,28,1677,327,770,309,2.6823,93400
39.8,23,790,137,365,152,2.1912,115200
39.78,18,2221,459,952,440,2.0458,105700
39.77,24,1535,276,664,273,2.3068,97300
39.79,19,2636,523,1184,465,2.7863,108600
39.76,20,1384,257,557,232,2.0882,104900
39.76,19,2487,485,1110,453,3.1061,110200
39.76,18,1676,332,733,318,1.7875,103800
